title,date,year,text,tags,imageurl,imgID,image
April 6th Youth Movement – Who Are We???,2011-09-20,2011,"April 6th Youth Movement – Who Are We???,,,,,,What do we want??,,We want to see Egypt as a civilian, democratic state, enjoying good governance with a peaceful political climate allowing the freedom of opinion and expression, the freedom to found political parties, unions, and associations without danger, and the freedom to assemble.,,We want to see Egypt as a state governed by the principles of freedom, diversity, tolerance, acceptance of the other, and citizenship along with the principles of social justice; human dignity and equality among citizens.,,We want Egypt to be a democratic state with a separation of powers, transparency, supervision of the executive branch, and mechanisms for the rotation of power.,,We want to see less power for the President of the Republic and the existence of mechanisms of accountability and disclosure for all government officials.,,We want to see legislative priorities in the interests of the people, not in the interests of a particular class linked to the authority.,,We want to see Egypt as a developed country, with a functioning educational system, able to exploit all human and material possibilities for the sake of achieving progress in all fields and embracing science and progress.,,How will that happen??,,First: Continuing the supervision of the process of democratic transformation and continuing the political pressure in the interest of forming a sound political system as well as supervising the authorities, evaluating the government and anyone who takes power in Egypt.,,Second: Restoring the confidence of the Egyptian masses everywhere in their ability to choose their destiny and their [unclear] in participating in building and deciding their future along with spreading political and cultural awareness all across Egypt, in all governorates, villages, and [unclear].,,Third: Participating in rebuilding the new Egypt by encouraging different social initiatives and development work that will contribute to reconstruction.,,Share with us our dreams to make a more beautiful future – Join the April 6th youth,,www.6april.org [phone #'s redacted],,","Movements, Solidarity",https://wayback.archive-it.org/2358/20120130164049im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/09/untitled19.png,imgID373,
The Police: Between Accountability and Tolerance,2011-09-20,2011,"[Revolutionary Egypt, Vol. 1, Page 1],The Police: Between Accountability and Tolerance,,Thirty years of serious violations of Egyptians’ rights committed by the police across the length and breadth of the entire country… For thirty years, the police force has been sheltered by the notorious Emergency Law so that it could spread panic and fear throughout all of Egypt. Thousands of Egyptians were killed by torture in police slaughterhouses and State Security Headquarters, while tens of thousands of Egyptians survived torture, and continue to ruminate over wounds to spirit and body year after year. They saw their executioners, morning and night, strutting about freely in the knowledge they would not be punished, while their victims felt the sharp sting of injustice due to a legal system that separated them from their executioners.,,This is the savage State Security force. Its influence and the scope of its action spill into every aspect of life. It has final say on appointments within universities and scientific research centers. It has the power to prevent or allow academic research. It decides what parties and social civil institutions can and cannot be founded. It gives the green light for appointments to state newspapers, media outlets, and so on. On the other hand, it is the apparatus that arrests those in the political opposition or those who may be linked to the opposition. It tortures at will and illegally detains without notifying families of their children’s places of detention, forbidding them from contacting lawyers. Should they be freed from the State Security Headquarters, these detainees are moved to prison. Successive release orders are of no use, since before the detainee even sees sunlight, a second detention order will have been published, to the point that some detainees have gotten more than thirty rulings for release that have not been carried out.,,In the depths of the cells, in total isolation from the outside world, the systematic torture is carried out with impunity as attorneys do not have the right to search the places of detention. Additionally, the victims of torture cannot tell who exactly it is that tortures them.,,As for the police departments, and the investigative bureaus in particular, their scandals are well-known. Every citizen on Egyptian soil has been a potential victim of torture, not only those suspected of having committed a crime, no matter how serious or insignificant. Some torture on behalf of a third party, others torture in order to force people to admit to fabricated crimes, and still others torture because someone dared to raise a court case against those who tortured them. Yet others are tortured because they refuse to work as informants or because they refuse to pay the required extortion fees.,,And yet the police were not content with the crimes which are classified as crimes against humanity at the current number and breadth. Indeed, their abhorrent history culminates in facing off against peaceful demonstrators with live ammunition, running them over with armored tank wheels, and releasing thugs from prison to terrorize the people and confront the demonstrators.,,Police violence is not strange under this regime. However, it is strange and deplorable that we now hear voices calling to forgive the murderers and blood-letters, turn a new page, and unite together by returning to the slogan, “the police serve the people”! They have violated the sanctity of homes, murder after murder, torture after torture. Will modifying the behavior of the police and getting retribution from the perpetrators be enough to modify the slogan? Should we not, before turning a new page, open every closed torture file, whether it was done in police department detention centers, State Security, or prisons? Should not the citizen’s dignity be restored before we ask his tolerance?,,Should not the police force be purged of anyone found to have been involved in torture or mistreatment of citizens during the past thirty years and throughout the popular revolution?,,Should not the Egyptian law, which assisted in their avoiding punishment, be amended so that we are reassured that justice will stand against the perpetrators should they return to violate the rights of citizens? Should we not be reassured that the judicial authority, investigative bodies, and Forensic Medicine Authority are truly independent from the executive power?,,If you are serious about change, put them on trial. Amend the law. See that justice is brought to the victims. Now it is possible for us to band together, seeking how to create a new generation of civilian police that respects the nation and its citizens.,","Police, Regime",https://wayback.archive-it.org/2358/20120130155533im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/03/thawriya1.png,imgID374,
Presidential Candidate Muhammad al-Maghazi al-Mahgub,2011-09-19,2011,"In the Name of God, the Merciful, the Compassionate,,Mr. Muhammad al-Maghazi al-Mahgub – a son of the Daqahliyya Governorate who lives in Batra in Talkha Center, the birthplace of the late Grand Shaykh of al-Azhar Gad al-Haq – I work as an electrical engineer – age 42 – potential independent candidate for the Presidency of the Republic.,,Email: [redacted] Tel: [#'s redacted],,I do not belong to any party, so that I may belong to the people in all of its parties. I have over 23 years of political experience, and I am among the ordinary folk inside and out, in all of Egypt’s governorates. I guarantee an era of loyal servitude with a well-laid out plan deserving of the Egyptian citizen’s trust and dignity, with respect to all of his demands and aspirations, to be realized, should I win the election, no more than 6 months later. This plan will be put into place through decisions made instantaneously, which I will not elaborate or clarify right now. However, I will express some of my general political vision which has to do with the thoughts of the Egyptian people, 90 million citizens, for public opinion.,,Platform Number 1: There will be no privatization of public welfare programs in the public sector or of the workers’ companies or any company owned by the people and not the government.,2: We will have social justice in the distribution of salaries and pensions in keeping with price increases and raises.,3: Decrease the price rates for running water, electricity, taxes, and fines.,4: Distribute pensions to persons with disabilities and to provide for their care with the most advanced equipment possible.,5: Appoint governorate officials and Local Council chiefs from among the citizens.,6: Put in place a well-laid out policy for reducing unemployment and political appointments. I will speak to this in greater detail at the appropriate time.,7: Work to improve public health and education, and develop for Egypt’s education system new study grants and study abroad scholarships for graduates.,8: Engage in scientific and agricultural research to improve peasants’ crop yield.,9: Improve Egypt’s international diplomatic presence in order to protect the dignity and well-being of its citizens.,10: Work with other nations to promote Egyptian tourism, so that income and work opportunities for Egyptian citizens will increase.,11: Pave sidewalks for all public ways in the cities and villages, and provide running water and electricity to all villages and to 100% of Egypt’s countryside.,12: Review the prices for natural gas imports and make them amenable to everyday Egyptian citizens. Also provide gas to all Egyptian citizens, including those with low incomes.,14: Keep Egyptian borders safe and work to rebuild the Palestinian state according to international stipulations and the UN resolutions.,15: Renovate and develop institutional and governmental infrastructure deserving of the Egyptian citizen’s trust and respect.,16: Encourage all types of Egyptian production, increase it, and market it within Egypt and abroad according to worldwide demand.,I bear responsibility for every word in my campaign platform before you and before God.,The youth of the January revolution and the Military Council must set an example for the world and the most honorable framers of the Arab Republic of Egypt’s Constitution. Without them, I would not be able to take this opportunity to be a candidate for the presidency, and because of them I have the capacity for forward thinking and social and political acumen to help bring about Egypt’s rebirth, its greatness, and restore it to its proper place in the history of our great civilization.,We will make history with the good works of Egypt! May God grant us success.,,","Candidates, Politics",https://wayback.archive-it.org/2358/20120130152159im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/09/untitled18.png,imgID375,
The Nasserist Revolutionary Statement to Restore the Revolution to its Path,2011-09-18,2011,"[Logo]: The Arab Democratic Nasserist Party,Freedom—Socialism—Unity,,THE NASSERIST REVOLUTIONARY STATEMENT TO RESTORE THE REVOLUTION TO ITS PATH,,September 9: Towards revolution once again, together we are working towards eliminating the remnants of the regime and building a modern, civilian state.,,The fact that our revolution is under siege and facing attempts to abort it is evident in two ways – both in form and in content. Regarding the form, the police are once again employing their wicked and criminal practices. Also, the dirty State Security forces have once again started monitoring, interfering with, and pursuing the revolutionaries.,,Regarding content, there are deliberate attempts to wipe out the current state of patriotism and populist sentiment, to incite the Egyptian people’s official media outlets against the revolution, and an unacceptable sense of courtesy is being shown to the remnants of Mubarak’s insolent regime. There is also an unprecedented invitation to sectarian strife and confessional conflict pushed forward by regional figures trying to constrain Egypt’s role and its revolution in order to stem the revolutionary fervor before things explode in the Persian Gulf. There is also an organized effort to destabilize the Egyptian economy and push the people into a state of hunger and poverty, and to deprive the market of essential commodities. There is also an organized effort to strangle any popular attempt to save the Egyptian economy and stop the incitement of people against the revolution by falsely deluding them into believing that the revolutionaries are sabotaging the country. Furthermore, the Zionist entity’s assault on the sovereignty of the Egyptian state, its violation of Egypt’s borders, and its execution of a planned, open attack in cold blood on our virtuous, brave soldiers in the Sinai necessitates a similar response—or expelling the ambassador at the very least—out of consideration for our dignity and patriotism as well as out of consideration for deterring the enemy. Unfortunately, this did not happen. The transitional regime and Prime Minister Sharaf’s government were content to remain tight-lipped, making statements that could be classified in the same category as those from the weakling Mubarak and his fallen regime. We cannot accept this.,,All of these actions and attempts to abort the revolution—to sow despair in the minds of the great masses and our great people—have driven us to announce our support for those who go out into Egypt’s city squares, into its mosques and churches and factories, to generate support for continuing the revolution on the Friday of Restoring the Revolution to its revolutionary, consensual, patriotic, and civilian path, working specifically towards social justice and national independence.,,Also, we believe that there is no way to rescue the revolution unless a revolutionary Salvation Council is formed. This Council would include all of the revolutionary forces present in society without exempting or marginalizing anyone—without tutelage, opportunism, or the prioritization of narrow criminal interests.,,Oh Noble Citizens,Fostering dialogue and limiting inequalities in the framework of revolutionary and political action are central tasks for all revolutionary forces. Such dialogue will help us eliminate the remnants of the regime. In another respect, helping revolutionary action regain its momentum and spread its peaceful message by creating various tools and forms is currently considered a priority of the revolutionary forces. And in the context of wanting to support and strengthen joint revolutionary activities, thus granting them prosperity, creating other, joint revolutionary groups at the national level is closely associated with preparing to build a revolutionary council to rescue the revolution on the general and comprehensive national level.,,Oh Brothers of the Revolution,Beware and work… Beware of narrow, opportunistic interests and work towards the unity of the revolutionary forces.,,Brothers of the revolution and great people of Egypt: Lastly, we call on all of the masses of the great revolution to gather and go out on Friday, 9 September, to defend Egypt and the revolution. We renew the call to all of the revolutionary factions to form a revolutionary Salvation Council, open for everyone to join. Thus, we affirm our desire for dialogue with all of the political and revolutionary groups, in an effort to achieve the goals of the revolution and build the new homeland that we Egyptians seek.,,Glory to the revolution and eternity to our martyrs, and long live the struggle of the free Egyptian people.,,The Arab Democratic Nasserist Party,September 7, 2011,,","Calls to Protest, Other Parties, Politics",https://wayback.archive-it.org/2358/20120130152012im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/09/untitled17.png,imgID376,
Oh Minister of Social Solidarity!,2011-09-17,2011,"f you want,God’s blessing, spread this,by photocopying it and handing it out,,Oh Minister of Social Solidarity!,,,We want the Minister of Social Solidarity, Gawda ‘Abd al-Khaliq, to leave. Ever since your appointment to the Ministry of Bread after the revolution, one of the principles of the revolution was “the dignity of a loaf of bread”. Unfortunately, the loaf of bread has been lost, and we are still searching for dignity. Oh Minister of the Revolution, ever since your appointment, you have not visited a single bakery. Go out and look at the bakery in Shubra al-Khayma! See the insult and humiliation the children and elderly suffer. If you don’t wanna go out and lower yourself to that level, just say the word and we’ll send you a CD about the Brotherhood in Shubra al-Khayma and what they’re doing to the citizens, along with the head of the Department of Supply in Qalyubiyya. Like you, of course, they’re sittin’ in the air-conditioning and scared of goin’ out to the bakeries, scared people’ll give them a hard time. We, the families and people of Egypt, want the dismissal of the Minister of Solidarity and his aides who did not stand in the bread lines–the poor-folks’ lines.,,What have you done since taking over the Ministry? Bakery owners have become sharks. We’ve got a proposal for you, God be with you, take mercy on poor folks. Demand that every Supply Inspector in every area write a note for every family, so that every family takes one guinea of bread daily and a note for our milk.,,Oh, your lordship, Minister, we want the dignity of having bread and natural gas, then stay in the ministry.,,The Coalition of the Dignity of a Loaf of Bread for Every Citizen,The Youth of Shubra al-Khayma,Mansur Bakeries,[phone # redacted],,",Culture,https://wayback.archive-it.org/2358/20120130141428im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/09/untitled16.png,imgID377,
If the Islamists Proceed Rationally…,2011-09-16,2011,",If the Islamists were to proceed rationally and in a logical order —i.e., “The Constitution First” — then they would be elected. Should they cling to the opposite and to opportunism—i.e., “Elections First”— they will not be elected.,,","Constitution, Constitution First Movement",https://wayback.archive-it.org/2358/20120130141418im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/09/untitled15.png,imgID378,
The Current of National Independence,2011-09-15,2011,"The Current of National Independence,,Statement 4—Friday of Popular Will,,With the extension of the revolution and the widening of its scope of action on different paths and different levels, we felt it necessary to reemphasize the revolution’s central goals, so as not to not lose the compass or waste blood and sacrifices.,,Indeed, if the revolution does not lead to a strong state—sovereign and independent on economic and political levels—will be an incomplete, limited revolution, bounded by interests that cannot be transcended or violated. This course of events works in the favor of domestic power centers with political and economic interests, as well as hegemonic foreign powers interested in keeping Egypt’s situation weak and without any active role locally or regionally. Therefore, we felt it necessary to affirm the following:—,,1. That the revolution has not yet ended, and that much remains for it to accomplish before it can lead us to a state of justice, freedom, security, and dignity. “Half-made revolutions are the funeral shrouds of peoples.”,,2. That the only path to the revolution’s success is by uniting under the auspices of basic and universal revolutionary goals. So let us stop with the language of accusations and betrayal and uphold the banner of unity. All attempts to fragment, contain, and circumvent the revolution break down when faced with unity.,,3. That the independence of nations depends on the independence of peoples, and that a strong state is a state where individuals are free, able to choose their fate and make their future. “Since when do you enslave the people when their mothers bore them as free men?”1,,4. Absolute power corrupts absolutely. Peoples who do not exercise their role in holding its leadership accountable are peoples who institute corruption and tyranny, embracing humiliation and degradation. There is no authority above scrutiny and account. “There is no authority above the authority of the people” “If I do well, help me; and if I do wrong, set me right.”2,,5. There is no alternative but to restore Egypt to its regional role as a state capable of securing its strategic depth and protecting its vital interests. “Nothing scratches your back like your own fingernail.”,,6. That economic independence is the gateway to building a productive national economic example, free from the system of dependency and Western depletion of the International Monetary Fund and the World Bank. This is a vital demand, and we have no alternative if we wish to produce a true renaissance and support the independence of Egyptian political decision-making. “He who does not possess his power does not possess his freedom.” No to foreign debts. Let us be guided by the Malaysian experience.,,7. That independent Egyptian political decision-making and the reformulation of foreign agreements and treaties in a balanced manner, taking into consideration Egyptian interests, is the beginning of restoring Egypt’s regional and civilizational role and its economic renaissance. “No to military and economic aid.”,,8. That the world does not perceive any language but that of power; therefore, Egypt has no alternative but to establish an Islamic Arab regional bloc to be the midwife to an ambitious, unified project of revitalization.,,Without independence of individual will, there is no independence of the will of the nation [umma] … and without economic and political independence … without independence of the individual, the nation [umma], and the economy, there is no renaissance and no sovereignty.,,We acknowledge the role of the great Egyptian army in lifting the cover from the head of the previous regime. With his departure, the army hastened to give Egyptians a shot in the arm and protect the capabilities of our dear Egypt. We emphasize that it was the duty of a son to his mother and a trust in the hands of the military establishment, and Egyptians were not stingy with what was dear and precious. They offered their loved ones as support in a time of need and as security in a time of fear, performing a duty and returning a good deed.,,The price of doing one’s duty will not be that Egyptians mortgage their freedoms and the fate of their nation to be forever subject to the guardianship of the army’s leaders. Let us go back in time several decades, to dictatorships under which Egyptians tasted the scourge of abuse, injustice, and oppression; dictatorships inflicted on Egypt which resulted in a state unable to secure a drop of water for its sons and daughters, a state which insulted its sons and daughters, holding for them no power whatsoever.,,The giant has emerged from his slumber and freed himself of his constraints. There is no way to subdue him, and he will not accept anything other than that which is worthy of the Egypt’s greatness and her people’s dignity.,,[emails redacted],","Demands, Revolution",https://wayback.archive-it.org/2358/20120130141421im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/09/untitled14.png,imgID379,
The People’s Revolution Continues,2011-09-14,2011,"23 July 1952 23 January 2011,The People’s Revolution Continues,,After taking into consideration the last statement of the Supreme Council of the Armed Forces and reaffirming its fundamental, supportive position regarding the revolution of the great Egyptian people and also after basing itself on the party’s concern for the security of Egypt and preventing—or, rather, completely foiling—the plan to draw Egypt into the labyrinths of chaos and to unleash a battle among the sons of a single nation, the Nasserist Democratic Arab Party announces the following:,First: our determination to continue the revolutionary momentum through bringing about the downfall of all figureheads of the regime and prosecuting them in a just, expeditious, public, and quick trial and also by paving the way for reviving the energies of the country in order to build a powerful and independently willed Egypt and to render its people honorable, free, productive, and equitably blessed with the fruits of their labor.,Second: the party announces that the legitimacy of the Supreme Council to administer the affairs of the country came solely through the revolution of the Egyptian people. The Supreme Council acquired this legitimacy through the acceptance of all the masses of the people not through the former president or a referendum. Instead, the constitutional proclamation is a translation of this revolutionary legitimacy. Consequently, the Supreme Council loses its legitimacy if it does not express the popular will as announced through the document of demands put forward in Tahrir Square and other squares in Egypt.,Third: the party clearly and conspicuously announces its rejection of the way the statement was delivered as it primarily contained threats and promises rather than adhering to the spirit of the revolution, expressing its demands, or recognizing that it possesses legitimacy and that those who go against the demands of the revolution are the ones who go against this legitimacy.,Fourth: the party values continuing the spirit of the revolution and the liberality of the Egyptian people and salutes the consciousness of the people and its revolutionary vanguards that crystallized in demands. We will fight together in order to achieve them in full.,Fifth: the party has studied what appeared in the statement with regard to responding to some of the demands raised by the revolutionary masses in Tahrir Square and the other squares in Egypt, and this has confirmed that rights will not be forfeited and that the revolution will not be completed until the entire Egyptian people rallies under its banners, raising demands and repeating the slogan “The Revolution First”, realizing that a deficient revolution is a total loss.,Sixth: the party realizes how many sacrifices the great Egyptian people have made and what a heavy price they have paid until now. The party confirms its support for the Egyptian people’s request for security and stability. The Supreme Council of the Armed Forces, in its capacity as ruler of the country according to the constitutional proclamation and the Ministerial Council, in its capacity as the executive power, are completely responsible for the deteriorating security situation, the lack of stability, and the increase in prices. All of this is the result of their slowness in achieving the demands of the revolution—specifically purging the state’s institutions and agencies and the whole country of the figureheads of the former regime and prosecuting them in accordance with revolutionary legitimacy for political crimes prior to holding them accountable for material crimes—and their slowness in purging the Interior Ministry of corruption, perpetrators of crimes against humanity, and the killers of the revolution.,Seventh: the party announces that the time has come to form a unified political leadership of the revolution to represent it, to negotiate in its name, and to raise demands. This leadership should consist of representatives from all of the coalitions, political powers, and parties that participated in making the revolution and the current sit-ins in Tahrir Square and the other squares in Egypt. It is possible to agree on the mechanisms for choosing members.,The Nasserist Party invites you to attend the activities in remembrance of the 23 July1952 Revolution. These activities are scheduled to be held on Friday, 22 July, in Tahrir Square at the time of Friday prayers, an event entitled “From the 23 July 1952 Revolution to the 25 January 2011 Revolution: the People’s Revolution Continues.” Nasserism is a revolution that cannot be calmed and a series of principles that do not die.,Long live the knowledgeable and sovereign Egyptian people,The Nasserist Democratic Arab Party,,Nur for Printing: [[phone # redacted],,","Other Parties, Politics",https://wayback.archive-it.org/2358/20120130161658im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/09/untitled13.png,imgID380,
The Hydrocracking Catastrophe,2011-09-13,2011,"The Hydrocracking Catastrophe (A Project of One Million Killed),by the Egyptian Refining Company in Musturud,,Gamal Mubarak is the real owner of the Egyptian Refining Company, which according to its description is one of a group of companies held by Citadel Capital. His associates are Ahmad, son of the writer Muhammad Hassanayn Haykal, and Marwan Nabil ‘Abd Allah al-’Arabi—Egypt’s foreign minister—as well as others.,,* After his father failed in politics, governance, and in securing his succession, Gamal Mubarak has come to kill our future generations with cancer, and he continues to plunder our money and resources with the cooperation of ‘Abd Allah Ghurab, the current minister of petroleum and the right hand of Samih Fahmi.,,* The environmental effects of the project, to be undertaken within days (The Project of One Million Killed):,,First: The Atmospheric Emissions from this Project: They consist of harmful, dense gases like carbon dioxide, which will be dispersed in the atmosphere in amounts reaching up to forty tons daily; large quantities of poisonous gases, like twenty-nine tons daily of carbon monoxide and 202 kilograms daily of sulfur dioxide; gases contributing to acid rain, for example, 33.7 tons daily of nitrogen oxide; as well as greenhouse gases like methane; and dangerous organic compounds like hydrogen sulfide gas — the most dangerous poisonous gas in existence.,,*** Its effects: First, with regard to the people of neighboring areas like Musturud, al-Khusus, Shubra al-Khayma, and al-Khanka, the emissions lead shortly (within a few months) to various cancers, infertility, the loss of embryos or their deformity, and chronic asthma. As for the residents of Greater Cairo, in the long run (several years) they will experience the same maladies.,,Second: despite the problems Egypt now faces with regard to water from the Nile, this project was approved. Yet it consumes enormous amounts of water from Isma’iliyya’s waterways, which are the source of water for several of the treatment plants from Musturud to Isma’iliyya governorate. As such, they are also the source of water for all agricultural lands in these regions. The Egyptian Refinery Company intends to draw its water for cooling from the Isma’iliyya waterways at the rate of:,,2,600 cubic meters every hour = 155 thousand cubic meters daily = 155 million liters daily,,Third: After using these enormous quantities of water in the cooling and refining of hydrogen for fuel, large amounts of organic waste and liquid compounds are to be disposed of in the waterways of Isma’iliyya at a rate of 1.5 million gallons daily. These are among the most poisonous and dangerous gases in existence, and they will eliminate all the living beings in the Isma’iliyya waterways and destroy all of the agricultural land up to Isma’iliyya. These organic wastes will react with chlorine from the water treatment facilities from Musturud to Isma’iliyya, leading to a human catastrophe for all who drink from the water. It will directly cause humans to contract deadly diseases.,,This project will cause wide environmental destruction, according to the environmental report released by the Institute for Environmental Studies at ‘Ayn Shams University and authored by the most important scholars in this field:,,1. Dr. Ahmad Mustafa al-’Atiq / 2. Dr. Hisham Ibrahim al-Qassas / 3. Dr. Taha ‘Abd al-Azim Muhammad ‘Abd al-Raziq,,* And there are many questions for ‘Abd Allah Ghurab, the current minister of petrol and the right hand of Samih Fahmy:,,1.Why did you move quickly — after the revolution — to implement this catastrophic plan despite the fact that the deal was signed years ago?,,2. For whose benefit are you hiding the suspicious sale of Musturud to gigantic oil companies, at a price of 106 pounds per meter paid to the Egyptian Refining Company? Those are the companies that heap billions upon the state treasury each year!!!!!!,,3. Why are you hiding the millions of dollars that the Egyptian Public Authority and the Egyptian banks paid to the Egyptian Refinery Company, as Japanese and Korean banks refused to fund this catastrophic plan?,,4. And finally… do you not fear God’s wrath as you present deadly cancers that will sicken the children of Cairo when this project is implemented?,,","Mubarak and Family, Regime",https://wayback.archive-it.org/2358/20120130155420im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/09/untitled11.png,imgID381,
Husayn Sidqi Mosque Restoration in al-Ma’adi,2011-09-12,2011,"In the name of God, the Merciful, the Compassionate,“[B]e helpful to one another according to goodness and piety, but be not helpful for evil and malice.”,God Almighty has spoken the truth.,His Eminence, the Esteemed Doctor ‘Isam Sharaf, Prime Minister of Egypt (Egypt of the Revolution),God’s peace, mercy, and blessings be upon you.,Husayn Husayn Sidqi, son of the artist Husayn Sidqi, organizer of restoration, remodeling, and charitable works at the Husayn Sidqi Mosque in al-Ma’adi, beside which my late father is buried and which was inaugurated by Mr. Muhammad Naguib, President of the Republic, Mr. Gamal Abdel Nasser, Mr. Anwar Sadat, and all the members of the Council of the 1952 Revolution, along with the Shaykh of Al-Azhar Muhammad Shaltut and the Minister of Religious Endowments al-Shaykh al-Baquri, presents to you:,The Topic,Since the Mosque is situated at the entrance to al-Ma’adi, and this is an extremely sensitive area, and as the density of worshipers has increased, people have begun praying outside the Mosque during the summer and winter due to the extreme congestion. This in turn has caused road closures at the primary entrance to al-Ma’adi during times of prayer. The Mosque is built on load-bearing walls, and we obtained restoration and remodeling permits for it, but when the work was undertaken, a large part of the Mosque collapsed such that the drainage has been corroded and become dilapidated. Now, due to the demand of the governorate’s previous leader that part of the Mosque’s land be given up to improve traffic-flow by widening the Egypt-Hulwan Agricultural Way, we have begun to build the Mosque on less of the same area and at a lower height. As a result, some have lodged complaints, which resulted in the Resolution of Removal #3865 of the year 2011, Resolution #3160 of the year 2011, and Resolution #3073 of the year 2011.,Since what the legislature intended with this removal was to protect lives and properties, then if the building is completed in accordance with the architectural system, its structural regulations, and the Egyptian Earthquake Code, and if the project is supervised by a knowledgeable expert, the underlying reason for the Resolution of Removal would disappear and it would have to be withdrawn. This is what has been agreed upon by jurisprudence, the ruling of the Court of Cassation, and the Supreme Administrative Court. There is compelling circumstance which has necessitated the construction of a concrete foundation for us due to the sudden collapse of the sanitation system and other parts of the Mosque.,We have developed the Mosque which sits at the al-Ma’adi entrance with an architectural style that is consistent with modern architecture and in harmony with the original architectural form that distinguishes al-Ma’adi as an architecturally protected zone and an aesthetic area of the capital, Cairo—one in which most of the foreigners and diplomats in the Arab Republic of Egypt live.,Based on the above,Please withdraw the Resolutions of Removal that have been issued concerning one of the houses of God (The Mosque of Husayn Sidqi), an historical mosque that has been slandered and which is similar to the houses of worship which you worked and strove to establish and restore. Everyone has witnessed your wisdom in similar situations, and then you had the foresight to nip sectarianism in the bud.,Attached are photocopies of the permits for the Mosque and the Resolutions of Removal.,I have also taken it upon myself to develop the square and private garden in front of the Mosque with my own money—my way of participating in the area’s enhancement and returning beauty to our dear Egypt.,If you would like us to send your lordship the signatures we have collected from the al-Ma’adi area and the worshipers at the Mosque of Husayn Sidqi, all expressing their dissatisfaction, extreme anger, and astonishment regarding the Resolutions of Removal, we are prepared to immediately send them to your lordship. They are confident that the ones who made the complaint—the reason behind the Resolutions of Removal—are people of bad intentions, and they are wondering how you can treat houses of worship differently within the fabric of the nation.,Presented for you,by the Custodian and Charge of the Mosque of Husayn Sidqi,Air Force Captain Husayn Husayn Sidqi,","Culture, Religion",https://wayback.archive-it.org/2358/20120130155830im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/09/untitled10.png,imgID382,
Signs: Oh you who Accuse me…,2011-09-11,2011,"[Tahrir Signs 7],,[upper sign],,Oh you who accuse me wrongfully, how can I build my country when I feel that there is danger making the earth tremble beneath me? When I feel there is something wrong that I can see with my own two eyes, though I cannot fix it? It has reached a point where even if I build, the wrong thing will demolish my creation. The word that is heard is that I’m blowing up a balloon with a hole in it. If only the situation would change, the wrong thing be set right, and the right thing shine as clear as the sun…,,[lower sign],,A Musaharati1 unusually struck his drum on 25 January to awaken the sleeping youth. He cried out, “Get up Egyptians!” His name was Wael Ghoneim. They heard his call, stuck together, and stood up, so riled they could have torn down the mountain which had stood on our chests for thirty years .They tore down the mountain with their chests. Among them there were those who were martyred, and the rest were victors.,","Culture, Signs from Tahrir",https://wayback.archive-it.org/2358/20120130153938im_/http://www.tahrirdocuments.org/wp-content/uploads/2011/09/untitled9.png,imgID383,
